channel,lane,phase,start_index,algorithm_id,nfft,cp,code_rate,outer_spacing,inner_spacing,check_degree,horizon,seed,frames,frame_blocks,payload_bits_per_frame,successful_frames,psr,payload_bits,bit_errors,ber,decode_failures,decode_seconds,effective_rate_bps
red3,1,confirm,0,lite,512,32,0.5,3,10,8,0,6,60,10,3008,0,0.0,180480,39513,0.21893284574468086,0,0.14239988583333332,0.0
red3,1,confirm,0,adaptive_lite,512,32,0.5,3,10,8,0,6,60,10,3008,42,0.7,180480,99,0.0005485372340425532,0,0.14259609163333328,2119.731543624161
red3,1,confirm,0,standard,512,32,0.5,3,10,8,0,7,60,10,3008,41,0.6833333333333333,180480,64,0.0003546099290780142,0,0.07495581498333333,2069.261744966443
red3,1,confirm,0,lite,512,32,0.5,3,10,8,0,7,60,10,3008,0,0.0,180480,39923,0.22120456560283688,0,0.13448902731666665,0.0
red3,1,confirm,0,adaptive_lite,512,32,0.5,3,10,8,0,7,60,10,3008,41,0.6833333333333333,180480,64,0.0003546099290780142,0,0.13920035213333332,2069.261744966443
red3,1,confirm,0,standard,512,32,0.5,3,10,10,0,6,60,10,3008,50,0.8333333333333334,180480,2010,0.011136968085106383,0,0.0859922915,2523.489932885906
red3,1,confirm,0,lite,512,32,0.5,3,10,10,0,6,60,10,3008,0,0.0,180480,41702,0.2310616134751773,0,0.13699464440000003,0.0
red3,1,confirm,0,adaptive_lite,512,32,0.5,3,10,10,0,6,60,10,3008,50,0.8333333333333334,180480,2341,0.012970966312056737,0,0.11411642046666667,2523.489932885906
red3,1,confirm,0,standard,512,32,0.5,3,10,10,0,7,60,10,3008,49,0.8166666666666667,180480,1644,0.009109042553191489,0,0.08916120254999998,2473.020134228188
red3,1,confirm,0,lite,512,32,0.5,3,10,10,0,7,60,10,3008,0,0.0,180480,41795,0.2315769060283688,0,0.13911368651666667,0.0
red3,1,confirm,0,adaptive_lite,512,32,0.5,3,10,10,0,7,60,10,3008,49,0.8166666666666667,180480,1644,0.009109042553191489,0,0.13141145375000005,2473.020134228188
red3,1,confirm,0,standard,512,32,0.5,3,8,8,0,6,60,10,2924,41,0.6833333333333333,175440,94,0.0005357957136342909,0,0.08849614188333331,2011.476510067114
red3,1,confirm,0,lite,512,32,0.5,3,8,8,0,6,60,10,2924,0,0.0,175440,40765,0.23235864113087096,0,0.12342533398333332,0.0
red3,1,confirm,0,adaptive_lite,512,32,0.5,3,8,8,0,6,60,10,2924,41,0.6833333333333333,175440,94,0.0005357957136342909,0,0.12467219491666666,2011.476510067114
red3,1,confirm,0,standard,512,32,0.5,3,8,8,0,7,60,10,2924,39,0.65,175440,137,0.0007808937528499772,0,0.0920968035,1913.3557046979865
